-7.738542651236868415e-03,1.446889509014431764e-03,2.634193057597081569e-03,-2.498827833744469984e-02
2.882487540202756209e-03,3.211678189418860300e-03,1.693788875912074707e-02,2.518190140394609144e-02
-1.104346391981462453e-03,1.565711358873356218e-02,7.904966145765352295e-03,6.118614737375160147e-04
5.074784119712493109e-03,-2.050096342705918367e-02,8.715305420522094157e-03,5.755570310875600393e-02
1.130626180672469547e-02,-1.888760964308975124e-02,2.667320504547259288e-02,-2.577860210102494998e-02
9.156676393587442897e-03,-1.008193413073176295e-02,-9.856424930649477101e-04,2.362372078134142121e-03
1.000232148589303175e-03,4.080640765618890296e-03,1.343334277191533983e-02,-1.007778952299321490e-02
5.387243433443827598e-03,1.632042445283524851e-02,1.341687908280205649e-03,-7.115806240808018185e-03
-4.145119882642929292e-03,-1.074571606650121837e-02,-8.943944321593620336e-03,1.232029172909343898e-02
-1.736717048276744182e-03,1.742513569842725138e-02,5.203333160967388814e-03,-1.200000292046719385e-03
7.843807509233547207e-03,-1.688116665686681048e-02,-7.392312534782301834e-04,2.227437773914028168e-02
-8.317067506209779263e-05,1.503549297202860053e-03,-3.338946158438870718e-03,-2.407482135414038341e-02
-1.757911402851827223e-03,-1.166996556036996834e-02,-8.714890238980367923e-03,5.865559908394418938e-03
1.804591583795050417e-03,6.631571877946713760e-03,1.489886635605675459e-03,1.111488623126047695e-02
6.507028941385566709e-04,-4.570718529886047890e-03,-3.026834754771611045e-03,4.111384682308873856e-02
-9.306658476980008863e-04,2.564889039668226400e-02,-7.501948026003556766e-04,1.747013768091758290e-02
1.593501576275186196e-02,4.955228855416049516e-03,0.000000000000000000e+00,-3.859473455818824075e-03
4.808014458875697525e-04,6.900826866251774834e-03,1.617745100434826375e-02,-1.069159647276387085e-02
8.231666063348788568e-05,1.018739403109134023e-02,9.643041240065001931e-04,-4.409606980891834713e-03
-2.601293413695051054e-03,-1.859523716139155347e-02,2.438733641254974146e-04,1.238467101610336504e-02
-2.287915872787483519e-03,-5.028471363889894415e-03,1.862933183817262056e-02,2.402223258058348854e-02
6.197233073057240027e-02,-6.157708606104689460e-03,1.367144169702717849e-02,2.161677897004615854e-03
-1.693035428481412747e-03,-2.745285396354445011e-03,9.876215938154167887e-03,2.462584006356998909e-02
4.296447376490391060e-03,2.132120855365588971e-02,7.023100004334297030e-04,-5.214954433827071432e-04
9.677128531020474239e-03,-1.111326760769297019e-02,-8.248048170336063842e-03,2.553211338927605795e-02
9.309652950918021266e-03,-5.134626280172646141e-03,1.093073750777689805e-02,-4.621176812828879134e-03
3.925231708020032739e-03,-7.204958888116034729e-03,-1.149307009960704069e-02,1.356284175671182771e-02
7.295860708558694722e-03,9.749238144920005164e-03,3.333818168716281075e-03,-2.260599739898183982e-02
-2.310929252771204336e-03,6.733368008698481164e-03,4.681183373190136131e-03,1.785579127894229221e-02
8.741730601794603372e-03,6.506763812192161225e-03,1.135879997896204960e-02,-3.628984354731761355e-03
1.311034252873343950e-02,-1.152319010995063453e-02,9.806354455224066541e-03,-7.754107614215818498e-03
3.656494868808035648e-03,1.485004195972831984e-03,7.948284726205718728e-03,2.592929930656491869e-03
-1.235012667174652506e-03,1.143672987878528204e-02,4.615339308568062147e-03,6.126419799432460817e-02
2.732884542461798665e-03,-1.172953298681284930e-02,1.086308390261175698e-02,-1.572038821436885087e-02
7.171331422048482507e-03,1.013824398897010537e-02,7.004644837840152266e-03,-2.916825736064756515e-03
2.960423518407390153e-03,5.799063352896136926e-03,0.000000000000000000e+00,-1.184979458312712675e-02
-4.136541343595502400e-03,1.462433444168961122e-03,8.562900541837744836e-03,-9.004168338196043980e-03
9.400519364022501354e-04,-2.440158478492710295e-04,6.133245217027244976e-03,-6.141957549110643212e-03
1.990387580472408567e-03,1.205621560790253073e-02,-4.864686975127556837e-03,-3.233725182176210716e-02
4.240470669305725624e-04,-1.893461161236221005e-02,-8.492825247726426899e-03,-1.758748035586284869e-02
